,content,like_count,comment_count,date
759,"""Our vision: through improved data analytics, best-in-class tools, and training, we can transform health intelligence and save lives."" Learn more about the Visualize No Malaria initiative: https://lnkd.in/dcQ8TsQ
It helps to have friends in tech (unless you’re a malaria parasite)
blog.path.org
The Zambian Ministry of Health, PATH, and the eight tech companies in the Visualize No Malaria initiative are proud to announce a joint commitment to support the government of Zambia's goal to eliminate malaria within its borders. Our vision: hrough improv
",10,0,2yr •
760,"Is the cloud secure? Do I migrate everything at once? Will I save money immediately when I switch to cloud computing? Find these answers and more: https://slalom.ws/2IRAp8h
Let's get real about the cloud.
slalom.com
When we help organizations on their cloud journeys, the first step is to ask questions. A lot of questions. We want to know about your biggest goals and challenges, so we can create a custom cloud roadmap for your business.
",25,0,2yr •
761,"We're honored to be listed as one of the Best Companies in Consulting and Professional Services by Fortune Magazine. Check out the full list here: https://bddy.me/2vDNMGt
The Best Companies in Consulting and Professional Services
fortune.com
These consulting and professional companies keep employees happy.
",156,1,2yr •
762,"Proud to announce that we've just been named the Qlik North America Consulting Partner of the Year! #Qonnections
Activate link to view larger image.
",241,3,2yr •
763,"Amazon Web Services and Slalom New York are sharing best practices and answering your questions about making data driven decisions. RSVP today for the event on April 25th: https://bddy.me/2qP9gvi
Join AWS and Slalom New York in making data driven decisions.
pages.awscloud.com
Making Data Driven Decisions with AWS AWS TechConnect is a monthly event series held at the AWS New York office, that will cover cloud computing trends like big data, analytics, machine learning, migrations, app modernization and user productivity. Each mo
",11,0,2yr •
764,"Download our whitepaper to learn the five key principles of a security operating model that will enable your organization to be more resilient & support its business goals: https://slalom.ws/2vvtBuk
Is information security part of your corporate strategy? Here's why it should be.
slalom.com
While the digital economy is providing major opportunities to lower costs, increase revenue, and improve customer satisfaction, it's also drastically exposing businesses to more inventive and advanced cyber attacks. This is why many companies are investing
",24,0,2yr •
765,"Putting it all together: the people, process, and technology of artificial intelligence. Read the latest whitepaper from our experts:https://slalom.ws/2HvowEH
Activate link to view larger image.
",83,0,2yr •
766,"In the battle between data & the malaria parasite, data is winning. We're honored to work with PATH and other visionary tech companies on #VisualizeNoMalaria, an initiative to eliminate malaria: https://bddy.me/2vuYLBM
It helps to have friends in tech (unless you're a malaria parasite)
blog.path.org
The Zambian Ministry of Health, PATH, and the eight tech companies in the Visualize No Malaria initiative are proud to announce a joint commitment to support the government of Zambia's goal to eliminate malaria within its borders. Our vision: hrough improv
",64,0,2yr •
767,"“Denver is an extremely exciting business market, and we have the unique opportunity to serve both Fortune 500 and cutting-edge startup companies,” says Brian Turner, our Southwest regional GM. https://slalom.ws/2qFNdWX
We're opening our 6th delivery center to bring close collaboration & engineering excellence to Denver.
slalom.com
DENVER, CO-April 17, 2018- Slalom, the purpose-driven consulting firm that helps companies solve business problems and build for the future, today announced the opening of its newest delivery center in Denver. This marks Slalom's latest expansion of the co
",110,0,2yr •
768,"We've created a comprehensive & sustainable framework to help you navigate the challenges of GDPR compliance: http://slalom.ws/2oVYPVs
Find long-term value out of the process of becoming GDPR-compliant
slalom.com
Riaz Din is head of data management at Slalom's London office with expertise in GDPR. He has over 15 years of experience in delivering and assuring data solutions for leading blue chip clients across industry sectors. Follow him on Twitter: @riazkdin. What
",40,0,2yr •
769,"Have you read the new ""Artificial Intelligence Powered by Humans"" whitepaper yet? Get it here: https://slalom.ws/2HvowEH
Activate link to view larger image.
",50,0,2yr •
770,"""...businesses face difficult decisions on how to best spend budget. The temptation to ignore or delay things that are ‘behind the curtain’ is strong, yet can backfire at the expense of corporate culture, operational costs and ultimately the customer experience."" Read the full post from Tara Miller of Slalom London:
…see more
How neglecting the employee experience costs you customers
Tara Miller on LinkedIn
",51,3,2yr •
771,"With the goal of improving patient care through data innovation, Seattle Children's assembled cross-functional teams for their first ever hackathon this January. Front line staff, including nurses, doctors, and pharmacists, worked side-by-side with data and systems experts. Check out the winning ideas:
…see more
Activate link to view larger image.
",43,0,2yr •
772,"""An interesting challenge, I soon discovered that generating clear, concise test questions for a professional AWS certification is not an easy task."" – Bruce Cutler of Slalom Boston https://slalom.ws/2He8Wj6
An Insider's View: My experience developing certification questions with AWS
medium.com
Examine many modern IT job postings and you are likely to find prior experience with a public cloud provider listed among the requirements. With the future of many IT capabilities lying in cloud technology, employers want to ensure they are hiring the type
",25,2,2yr •
773,"""London Mayor Sadiq Khan warned that we can’t be distracted by popular and flashy apps while ignoring our responsibility to monitor their impact in the world. He spoke to a packed room about the responsibility of cities to foster innovation and growth while protecting workers’ and citizens’ rights; sometimes these two levers are inversely related."" - Read more SXSW takeaways from Alex Van Atta:
…see more
Activate link to view larger image.
",42,0,2yr •
774,"This past January, Seattle Children’s Hospital, members of our Seattle team, and Microsoft joined forces to organize a first of it's kind hackathon focused on data innovation. Here's a recap: https://slalom.ws/2GPp6vy
Transforming care through the power of data
medium.com
24 hours a day, 365 days a year, hospitals run on process and data. There's no other choice when caring for those with life-threatening illnesses. And while improving the way those processes and data are handled can make a big difference in patient outcome
",32,0,2yr •
775,"Congratulations to Matt Mousseau on achieving the Microsoft Certified Solutions Expert status and AWS Master status! https://slalom.ws/2EuT5a9
Learn about our partnerships with Microsoft & Amazon Web Services
slalom.com
To find and develop business solutions that might just change the world (or at least our clients' worlds) we partner and share knowledge with companies on the front end of technology.
",70,7,2yr •
776,"""We quickly recognized a bigger problem in our approach: we didn’t take into account that there may be cultural differences in communication styles or in how members interacted with authority."" https://bddy.me/2EpUZJg
Bridging cultures: The missing link in your agile transformation
medium.com
Written by Karl Ostroski and Alice Leong  - April 2018. Agile transformations require trust and many small, thoughtful iterations to succeed. When teams struggle to communicate, dive deep into what might be the underlying issue. "" The team from Mexico does
",57,0,2yr •
777,"The AI to ROI webinar is happening now. It's not too late to join in the conversation: https://slalom.ws/2GXsJmO
Activate link to view larger image.
",56,2,2yr •
778,"""Everyone involved in the project agreed the app should offer more than bells & whistles–our goal was to care for travelers with the most meaningful & impactful information, services, & features."" http://slalom.ws/2puIPdF
How Slalom and Hyatt collaborated to reimagine the customer experience
slalom.com
When Hyatt and Slalom collaborated to envision the future of digital hospitality, we saw an opportunity to do something different. We asked ourselves, what would happen if we could unleash the power of Hyatt's people, purpose, and data to transform custome
",25,0,2yr •
779,"The World Health Organization estimates that 1 in 10 medical products in low- and middle-income countries is either substandard or falsified. Vital medicines—like antibiotics, pain relievers, and anti-malarial drugs—are often worthless and sometimes deadly. Here's how Veripad is tackling this global challenge using #machinelearning:
…see more
Activate link to view larger image.
",63,0,2yr •
780,"GGP is ready to meet the needs of retail shoppers now & scale for the future with their innovative retail app. Read the full story: http://slalom.ws/2F219EO
How we helped GGP deliver more, better, and faster.
slalom.com
GGP, an S&P 500 retail real estate company, transformed the shopping experience at over 120 premier malls with a retail app and other digital upgrades.
",37,0,2yr •
781,"""From databases, messaging systems, PDFs, and spreadsheets, to a growing list of digital fingerprints, all types of personal information need to be considered in the path to [GDPR] compliance."" http://slalom.ws/2oVYPVs
Get data protection right and realize real business value
slalom.com
Riaz Din is head of data management at Slalom's London office with expertise in GDPR. He has over 15 years of experience in delivering and assuring data solutions for leading blue chip clients across industry sectors. Follow him on Twitter: @riazkdin. What
",18,0,2yr •
782,"""How to eat an Airplane"" is a must-have when it comes to your guide to the cloud. Download the whitepaper today: http://slalom.ws/2BImC2x
Cloud transformation is made doable with tips from our whitepaper.
go.slalom.com
Read this whitepaper to discover how cloud transformation can be made doable.
",33,0,2yr •
783,"Change and transformation are driven by one element: people. Here's why your people should be at the center of your efforts to deliver better products and experiences, faster: http://slalom.ws/2Hy9v3L
Our lessons learned while helping our clients innovate faster & create lasting change
slalom.com
Whether you're trying to implement new technology, redesign processes, or transform your culture, the most important success factor is the same: your people. In this whitepaper, we share our hard-won lessons learned while combining our product engineering
",25,0,2yr •
784,"You’re not the hero. The team is. Go from being a good project manager to a great one with the tips in this blog: https://slalom.ws/2I9BGpT
Great PMs cultivate insight into what makes each team member tick
slalom.com
Davi Quintiere is a client service partner in Slalom's London office. Davi has been delivering business transformation projects and implementing behaviour change for nearly 20 years. Follow him on LinkedIn. Ivo Graf is a strategy-driven business advisory a
",32,0,2yr •
785,"Start your cloud transformation clear-eyed and informed by understanding the most common myths when it comes to the cloud: https://slalom.ws/2IRAp8h
When it comes to the cloud, what’s true and what’s not?
slalom.com
When we help organizations on their cloud journeys, the first step is to ask questions. A lot of questions. We want to know about your biggest goals and challenges, so we can create a custom cloud roadmap for your business.
",22,0,2yr •
786,"Congratulations to our teams in Texas for being named one of the Best Workplaces in Texas 2018! See the full list: http://bddy.me/2DEkkyR
Slalom is number 6 of the Best Workplaces in Texas 2018
greatplacetowork.com
Great Place to Work
",110,0,2yr •
787,"Join us on April 5th for a discussion of how AI has gone from a 'promising technology' to a driver of real business value: http://slalom.ws/2DFbvou
Activate link to view larger image.
",61,2,2yr •
788,"Whitepapers not your style? Watch our on-demand webinar featuring our cloud experts and a panel of industry leaders sharing insights from their own cloud journeys: http://slalom.ws/2EV3uQR
Demystifying the cloud in our webinar. Watch today.
slalom.com
""Roadmap to the Cloud"" is a lively, informal, and authentic discussion of the promise and pitfalls of cloud computing. Join Slalom's cloud experts and a panel of award-winning industry leaders who share insights from their own cloud journeys (60 minutes).
",26,0,2yr •
789,"Can solution-focused automation technologies improve healthcare costs and relieve fatigued healthcare workers? Zachary Kelemen of Slalom Chicago thinks so: http://bddy.me/2GzKoOC
Robotic Process Automation Can Help Save Our Burdened Healthcare System
Zack Kelemen on LinkedIn
",29,0,2yr •
790,"We share our lessons learned while helping clients innovate faster & create change that lasts in this whitepaper. Download today: http://slalom.ws/2Hy9v3L
Delivering better products & experiences requires more than technology.
slalom.com
Whether you're trying to implement new technology, redesign processes, or transform your culture, the most important success factor is the same: your people. In this whitepaper, we share our hard-won lessons learned while combining our product engineering
",22,0,3yr •
791,"Download this whitepaper, ""How to Eat an Airplane"", for clarity on cloud transformation & a plan to get started: http://slalom.ws/2BImC2x
""The cloud"" may be mysterious. Your business goals are not.
go.slalom.com
Read this whitepaper to discover how cloud transformation can be made doable.
",23,0,3yr •
792,"“Today, employees face a technology experience at work that is starkly inferior to the technology experiences in their personal lives. [They] don’t believe their corporate intranet is important for productivity & efficiency."" - Forrester http://slalom.ws/2Dnh36M
…see more
Your intranet needs more than SharePoint. Here's why.
medium.com
SharePoint Online is making great strides with their new modern communication sites and will continue to. I question if this is what our intranets need, is this enough. I've been SharePointing since 2003, I've seen SharePoint come a long way. I've grown to
",47,1,3yr •
793,"We're hiring in all of our local markets. Take a look at our open roles and #loveyourfuture with us: http://slalom.ws/2Hplm3S
We're hiring! Check out our open roles today.
slalom.secure.force.com • 1 min read
Fun. Inclusive. Entrepreneurial. Life is a little different at Slalom. Interested in joining us? Check out our opportunities.
",115,0,3yr •
794,"Working with partners and clients to support their GDPR efforts, we've created a comprehensive & sustainable framework to help you navigate the challenges of GDPR compliance: http://slalom.ws/2oVYPVs
The upside to GDPR compliance
slalom.com
Riaz Din is head of data management at Slalom's London office with expertise in GDPR. He has over 15 years of experience in delivering and assuring data solutions for leading blue chip clients across industry sectors. Follow him on Twitter: @riazkdin. What
",42,0,3yr •
795,"Do you struggle to connect the right use of artificial intelligence with your business goals? Register for our webinar for advice to get the most out of this game-changing technology: http://slalom.ws/2GapANu
Learn how to connect with the right AI for your business goals.
slalom.com
Steve Walintschek, Slalom's Chief Technology Officer, has over 25 years' experience in the strategic use and deployment of advanced technology and processes, Steve has advised Fortune 500 companies on developing and implementing digital, customer centric s
",47,0,3yr •
796,"""A butterfly is not just a bigger version of a caterpillar. It eats, senses, and moves differently. It looks different. It behaves differently.... We submit that Business Transformations must be examined in the same way.""
Read the latest LinkedIn Pulse post from a collection of our leaders: ""Agile/DevOps Transformation: Everybody is talking about it, but who is really doing it?""
…see more
Activate link to view larger image.
",134,1,3yr •
797,"We know your data has an important story to tell–let us help you find it. Our certified Tableau practitioners are excited to bring hands-on training to you. Learn more about our in person course offerings: http://slalom.ws/2FGJGgR
Ready to become a Tableau pro? Let’s get started.
slalom.com
Get interactive Tableau training from the best data visualization experts in the business. Led by Slalom's certified Tableau practitioners, our interactive courses leverage the latest curriculum developed by Tableau. Through hands-on exercises and active d
",59,1,3yr •
798,"Eager to discuss the evolving role of marketing and sales leaders? Want to hear case studies of how global leaders are staying on the leading edge of customer engagement? Register to join this upcoming webinar: https://sfdc.co/bnAYn3
Activate link to view larger image.
",42,0,3yr •
799,"Our data visualization team in Philadelphia made a New Year’s resolution to post at least one viz per week in 2018. Check out this compilation of January submissions: http://bddy.me/2FidaFb
Data Viz Consultants are posting a viz per week in 2018
Mike Reeser on LinkedIn
At Slalom Philadelphia, the data viz team made a New Year’s resolution to post at least one viz per week in 2018. With January in the books, I thought
",47,1,3yr •
800,"Honored to announce that we've been named one of the Best Workplaces in the Bay Area 2018! See the full list: https://lnkd.in/grDSRS6
Slalom is number 17 of the Best Workplaces in the Bay Area 2018
greatplacetowork.com
Great Place to Work
",188,7,3yr •
801,"Watch our cloud experts and a panel of award-winning industry leaders share insights from their own cloud journeys in this on-demand webinar: http://slalom.ws/2EV3uQR
Did you miss our live cloud webinar? Watch on demand here.
slalom.com
""Roadmap to the Cloud"" is a lively, informal, and authentic discussion of the promise and pitfalls of cloud computing. Join Slalom's cloud experts and a panel of award-winning industry leaders who share insights from their own cloud journeys (60 minutes).
",26,0,3yr •
802,"""Fast forward through the past four years I am incredibly proud of the impact that my friends & colleagues (at Slalom) have had on companies in the Greater Hartford area."" http://bddy.me/2BXBdXQ
Reflection on four years of at Slalom Hartford by Jared Matfess
Jared Matfess on LinkedIn
Almost four years ago I was sitting in a lobby of an unfamiliar office space listening to 80's music being broadcasted simultaneously through the four
",22,0,3yr •
803,"""So how does a business leader decide to take the plunge and put a hard-won reputation on the line to make sustainability a priority?"" Here's what you need to know to get started: http://bddy.me/2ory7nL
Kick start your sustainability journey with 6 take-to-heart facts
Jennifer Diamond on LinkedIn
GreenBiz 2018 just wrapped up in beautiful Phoenix, Arizona and as usual, this conference on bringing business and environmental and social
",1,0,3yr •
804,"""Artificial Intelligence’s current capabilities are the same as those of a young child. However, if cared for, AI can level-up society into a fourth industrial revolution."" Here's how: http://slalom.ws/2ELBuQp
Artificial Intelligence: fourth industrial revolution or robot apocalypse?
medium.com
AI & Robophobia Go Hand in Hand ""AI is one of the most important things that humanity is working on. It's more profound than electricity or fire...But [fire] kills people, too. They learn to harness fire for the benefits of humanity, but we have to overcom
",38,0,3yr •
805,"Looking to get past the jargon and learn about the current state of the cloud? “How to Eat an Airplane"" addresses the challenges of the cloud and offers tips for your transformation: http://slalom.ws/2BImC2x
We're getting real about the cloud in this whitepaper
go.slalom.com
Read this whitepaper to discover how cloud transformation can be made doable.
",42,0,3yr •
806,"Join our experts and a panel of our clients to hear a frank discussion of big cloud decisions and business impacts. The cloud transformation webinar is getting started momentarily; log in here: http://slalom.ws/2GsbRS5
Activate link to view larger image.
",98,0,3yr •
807,"Happening tomorrow: we're discussing the challenges and possibilities of the cloud with our panel of cloud experts and client guests from across industries. You won't want to miss out on this live webinar: http://slalom.ws/2GsbRS5
Activate link to view larger image.
",61,1,3yr •
808,"Our certified Tableau practitioners are leading interactive trainings that leverage the latest curriculum developed by Tableau. Learn more: http://slalom.ws/2FGJGgR
Raise your Tableau game with hands-on courses
slalom.com
Get interactive Tableau training from the best data visualization experts in the business. Led by Slalom's certified Tableau practitioners, our interactive courses leverage the latest curriculum developed by Tableau. Through hands-on exercises and active d
",47,0,3yr •
809,"Honored to announce that we've been named one of the Best Companies to Work for by Fortune Magazine for the 3rd year in a row!
Press Release - Slalom is #54 on 2018 Fortune 100 Best Companies to Work For® list
slalom.com
",125,2,3yr •
810,"Meeting your customers in the cloud isn't a one shot deal; it's a whole new way of doing business.
Cloud
youtube.com
",40,0,3yr •
811,"Congratulations to all the newly announced Tableau Zen Masters, including our own Ann Jackson, who represents the pillars of the program: teacher, master, and collaborator. http://bddy.me/2C0fr6L
Tableau congratulates the 2018 Zen Masters, including our Ann Jackson
tableau.com • 1 min read
We are delighted to announce our 2018 Tableau Zen Masters. We've selected 30 incredible community leaders who represent the tenets of the Zen program: teacher, master and collaborator.
",58,0,3yr •
812,"""Who doesn’t want to be innovative, modern, agile, or lean? I’m pretty sure I don’t have many takers... Now what if I told you there are also unintended consequences of these transformations."" http://bddy.me/2BUMhWu
Case Study: Securing the Digital Transformation
Roy Diano on LinkedIn
Quick show of hands, who doesn't want to be innovative, modern, agile, or lean? I'm pretty sure I don't have many takers, especially since those are
",35,2,3yr •
813,"""I realized that Robotic Process Automation (RPA) is not only growing at a ridiculous rate, but it’s going to change the way we think about our employees at every single company in the world."" http://bddy.me/2BocAn5
Robotic Process Automation is exploding. Here's why you should care.
Zack Kelemen on LinkedIn
Walking into a UI Path Forward American conference, I wasn't sure what to expect. UI Path, leaders in Robotic Process Automation(RPA), launched this
",7,0,3yr •
814,"Congratulations to Ann Jackson of Slalom Phoenix on being named one of the 2018 Tableau Zen Masters! https://lnkd.in/gWMxK-B
Activate link to view larger image.
",156,2,3yr •
815,"Trying to create a perfect plan is a waste of time because the speed of business will render any plan obsolete before it can be completed. #ChangeAgility http://slalom.ws/2Bkgrl0
Activate link to view larger image.
",99,3,3yr •
816,"Bots, AI, automation, machine learning—we're certain the future will be built in the cloud. But how will your organization get there? Register for our upcoming live webinar and start to plan your next steps: http://slalom.ws/2GsbRS5
Activate link to view larger image.
",38,0,3yr •
817,"""One of the most loaded terms I come across in my professional life is the title I most often use to describe myself: data scientist. What is a data scientist? I’m not really sure."" http://bddy.me/2Emx15V
Why calling yourself a data scientist is like calling yourself a doctor
medium.com
One of the most loaded terms I come across in my professional life is the title I most often use to describe myself: Data Scientist. What is a data scientist? I'm not really sure. I know what I do, I...
",39,0,3yr •
818,"Seamless migrations, best-fit infrastructure, cloud application development, DevOps automation, and unlocking big data. We start with your business goals to expertly build at speed with AWS: http://slalom.ws/2BIn95g
Learn more about our partnership with Amazon Web Services
slalom.com
As a Premier Consulting Partner, Slalom can help you build your future, faster with Amazon Web Services. We help clients design, build, migrate, and manage their AWS deployments to reduce complexity and maximize value. Seamless migrations. Best-fit infrast
",51,1,3yr •
819,"“By taking our cloud capabilities to a new level in the public clouds, we’re making it easier for our customers to succeed.” – Ashutosh Tiwary, VP/GM of cloud at Teradata: http://slalom.ws/2BWB8QI
Teradata can now meet customers wherever they are.
slalom.com
Close collaboration had the bonus benefit of setting Slalom up to rapidly explore new product ideas for Teradata. Over time, our engineers developed familiarity with Teradata's technology stack and formed strong relationships across the company. The team a
",35,0,3yr •
820,"With more technology services than ever before, it's time that companies change how technology choices are made. Thoughtful advice from Slalom Boston's Brendan Schoch: http://bddy.me/2BUUUMr
Why you should create a formal technology portfolio
medium.com
I remember 2010. The technology landscape was straightforward, the cloud was a new, not a ready for prime time product. Some form of SAP and Oracle was implemented by just about every major company. Custom development was for system integration, websites,
",25,0,3yr •
821,"Learn how to create high-impact dashboards that reveal insights and inspire your audience to take action with our hands-on Tableau training. Learn more about the courses: http://slalom.ws/2FGJGgR
We'll bring our classes straight to you, tailored to your business needs.
slalom.com
Get interactive Tableau training from the best data visualization experts in the business. Led by Slalom's certified Tableau practitioners, our interactive courses leverage the latest curriculum developed by Tableau. Through hands-on exercises and active d
",18,2,3yr •
822,"Are you and your team equipped to meet and exceed your customers' expectations? http://slalom.ws/2npbT5e
Activate link to view larger image.
",38,0,3yr •
823,"Thanks Dell Boomi for helping us take our internal applications to the next level, supporting our ability to grow and connect. Looking forward to our continued partnership! http://bddy.me/2BuZOj6\n
Dell Boomi case study featuring Slalom's enterprise transformation
boomi.com
",25,0,3yr •
824,"Empower each member of your organization to make data-driven decisions. The keys to success are in this whitepaper: http://slalom.ws/2ABJfq4
Organizations have more data than ever but struggle to turn it into actionable insights. We can help.
slalom.com
Empowering every member of your organization to make data-driven decisions requires looking beyond technical solutions. It's essential to cultivate the mindset of a shopkeeper who makes data readily available to users, rather than a gatekeeper focused on s
",30,0,3yr •
825,"Hear Wayne Ingram, Country Managing Director of Slalom Canada, discuss global business trends he expects to see in 2018 on this CANInnovateh podcast: https://lnkd.in/gczvrTZ
Activate link to view larger image.
",37,0,3yr •
826,"We're proud to be an Alteryx premier partner delivering ""outstanding value to customers through deep understanding of business problems and certified expertise in the Alteryx platform."" http://bddy.me/2BmXdrr
Alteryx announces premier partners in data science & analytics
alteryx.com
Eleven Companies Spanning Five Continents Recognized with Highest Achievement Irvine, CA - January 18, 2018 - Alteryx, Inc. (NYSE: AYX), revolutionizing business through data science and analytics, today announced that eleven organizations have achieved ""p
",39,0,3yr •
827,"Patrick Dougherty of Slalom Atlanta is quoted in today's New York Times piece on making machine learning accessible to businesses of all sizes: https://lnkd.in/gQsU42n
Google Sells A.I. for Building A.I. (Novices Welcome)
nytimes.com • Subscription may be required
With a new cloud-computing service, businesses can build their own artificial intelligence algorithms, even if they have little experience with the technology.
",48,0,3yr •
828,"How is your company addressing GDPR compliance? Register for the webinar series to learn about our approach & recommendations for your organization: http://slalom.ws/2mSsuxN
Regulation to Requirements: preparing your business for GDPR
go.slalom.com
The laws are changing to give customers back control of their data. Our webinar series takes a deep dive into specific articles of the GDPR and offers actionable insights to establish a sustainable compliance program for your organization.
",43,1,3yr •
829,"A major system change is rolled out, on time and under budget. Hooray! The IT department celebrates. But for actual users, it’s a different story: http://slalom.ws/2z4RpS7
Learn why it's important to put users first
slalom.com
Amit Shah is a healthcare consultant in Slalom's Houston office. Amit has been a healthcare business and technology advisor for payers, providers, vendors, and associations in delivering solutions for over 11 years. What's on your mind? Let's explore the p
",22,0,3yr •
830,"“Human stories are best because they’re relatable and make people feel. And, when people feel, they act.” Learn more: http://slalom.ws/2FBuXVb
Connect with your audience through storytelling
slalom.com
",85,2,3yr •
831,"Find conceptual and instructional blogs on cloud, blockchain, serverless architecture, and more at our new home for technology thought leadership: https://lnkd.in/dxBwdzh
Check out the Slalom technology blog
medium.com • 1 min read
Thought leadership from technologists at Slalom.
",46,0,3yr •
832,"Teradata had a vision: to build an advanced cloud engineering organization. Read how they did it: http://slalom.ws/2qPQiac
Here's how we helped Teradata get started.
slalom.com
Close collaboration had the bonus benefit of setting Slalom up to rapidly explore new product ideas for Teradata. Over time, our engineers developed familiarity with Teradata's technology stack and formed strong relationships across the company. The team a
",24,0,3yr •
833,"Our subject matter experts will be at NRF's Big Show starting on January 14th. Deep dive into hot topics, preview the latest technology solutions, network with industry experts, and be inspired. Register today: https://nrf.com/
National Retail Federation | Retail's Big Show 2018
nrf.com • 1 min read
NYC retailers like Cadillac House, MM.LaFleur and Everlane are dazzling customers with innovative store design and retail technology. Episode 36 of Retail Gets Real: McDonald's franchise owner Carlos Mateos Jr. on implementing retail technology at his rest
",35,0,3yr •
834,"""You have probably seen it happen: a company assumes that they can add 'digital' to their current processes and claim that they have achieved digital transformation."" Instead, realize real transformation: http://bddy.me/2qy36ly
Achieve true digital transformation with these four strategies
Malek Tayara on LinkedIn
You have probably seen it happen: a company assumes that they can add ""digital"" to their current processes and claim that they have achieved digital
",70,0,3yr •
835,"""The key to innovation is seeing value in seemingly old things that are placed in new contexts,"" states Yoshi Suzuki-Lambrecht of Slalom Minneapolis. Learn more: http://bddy.me/2lUCwhA
The connection between innovation, the frontal lobes, and foresight
Yoshi Suzuki-Lambrecht on LinkedIn
Innovation is not invention The traditional notion innovation is strongly linked with R&D. For example, some of the most prominent innovation rankings
",28,0,3yr •
836,"""The IT view of the world isn't wrong, just incomplete."" Amit Shah of Slalom Houston explains in this case study: http://slalom.ws/2z4RpS7
System updates: Prepare by putting users first
slalom.com
The chief innovation officer challenged the team to go beyond satisfactory. All agreed that given the pervasive lack of confidence in the IT team, this would be a stretch goal. After interviewing stakeholders, it was clear the past problems were caused by
",18,0,3yr •
837,"""I think it’s important to focus less on equal outcomes and more on providing equitable support and opportunity."" Advice from general manager Justin Odenbach on supporting career paths at scale: http://bddy.me/2lH1aC4
Create an environment where people understand their value, feel inspired, & never stop growing.
Justin Odenbach on LinkedIn
Recently, I had a chance to sit down with John Hudson, the HR Business Partner for Slalom's Midwest Region. As the General Manager of Slalom Chicago,
",7,0,3yr •
838,"In a hyper-competitive market, how you position yourself for a job opportunity becomes a strategic initiative. Avoid the most common job search mistakes with tips from Slalom Seattle's Daniel Hallak: http://bddy.me/2lD6A19
Here's how to avoid the top 10 job search mistakes
danielhallak.com
Most people have the same job search pitfalls. Here are solutions to 10 of the most common but surprising bottlenecks that can stop the flow in your job search pipeline. Which three mistakes are you most prone to make? 1) Know Your Value If you don't know
",62,3,3yr •
839,"“[Retailers] can transform their brick-and-mortar stores into inspired, fun, community-based destinations that draw customers in—and keep them coming back.” http://slalom.ws/2luoWkH
Brick-and-mortar retailers: Sell me more than just “stuff”
slalom.com
Is this is the beginning of the end of brick-and-mortar stores? Beata Rycharski, Slalom retail expert, says no—if they offer more than products.
",41,0,3yr •
840,"A big thank you to our clients, partners, & people for making 2017 an incredible year. We're excited to help you create more groundbreaking solutions than ever before in 2018! http://slalom.ws/2Cfuxoz
A look back at an exciting year—from helping you get big wins to becoming a billion-dollar company.
slalom.com
Also, Slalom won the 2017 Salesforce Partner Innovation Award in the Service Cloud category for our work with Western Union. And CloudCraze-the B2B commerce platform built natively on Salesforce-named Slalom as 2017 North American Regional Partner of the Y
",73,0,3yr •
841,"We understand the frustrations of moving from data to insights. Here’s how we can help: http://slalom.ws/2ABJfq4
Your team works hard to develop data insights only to argue with another team about the numbers.
slalom.com
Empowering every member of your organization to make data-driven decisions requires looking beyond technical solutions. It's essential to cultivate the mindset of a shopkeeper who makes data readily available to users, rather than a gatekeeper focused on s
",20,0,3yr •
842,"We love this time of year: a time to give back to the community, a time to spend with loved ones, and a time to celebrate all that's good and happy!
Activate link to view larger image.
",152,2,3yr •
843,"This is what powerful managed cloud services on both Amazon Web Services and Microsoft Azure looks like in action: http://slalom.ws/2l5U8G1
Ready to take your cloud capabilities to a new level?
slalom.com
Close collaboration had the bonus benefit of setting Slalom up to rapidly explore new product ideas for Teradata. Over time, our engineers developed familiarity with Teradata's technology stack and formed strong relationships across the company. The team a
",31,0,3yr •
844,"""I heard the message loud and clear: I wasn’t smart enough or the right kind of person to get an engineering or computer science degree."" Here's how Elysia Lock of Slalom Chicago overcame the naysayers: http://bddy.me/2kBHZJo
Mentors do matter.
medium.com
""You're stupid."" These two crippling words echo through my mind two decades after my teacher, Dr. L, berated me in front of the entire Intro to Computer Science class when I was 15. I had raised my hand and asked him to explain a concept when I didn't get
",60,0,3yr •
845,"A project shouldn’t be considered a success unless it also rigorously delivers a satisfying user experience. Here's why: http://slalom.ws/2z4RpS7
Metrics that focus solely on budgets and deadlines often ignore the needs of the end users
slalom.com
The chief innovation officer challenged the team to go beyond satisfactory. All agreed that given the pervasive lack of confidence in the IT team, this would be a stretch goal. After interviewing stakeholders, it was clear the past problems were caused by
",33,0,3yr •
846,"Inventrust Property Management's employees can focus on analyzing data & generating meaningful insights instead of sorting through the data dump with Microsoft Power BI: https://lnkd.in/dEpdRn5
Activate link to view larger image.
",29,0,3yr •
847,"Western Union upgraded customer support across 5,000 agents in 22 global call centers—reducing average handle time for many calls by 65%. Learn more: http://slalom.ws/2zkI6AV
Activate link to view larger image.
",34,0,3yr •
848,"Here’s how we helped Teradata shift their mentality to DevOps and serverless: http://slalom.ws/2j3qgcK
Need help shifting the mindset of your team from on-prem to serverless?
slalom.com
Close collaboration had the bonus benefit of setting Slalom up to rapidly explore new product ideas for Teradata. Over time, our engineers developed familiarity with Teradata's technology stack and formed strong relationships across the company. The team a
",6,0,3yr •
