,content,like_count,comment_count,date
246,"Can you predict what your customers need? On the Slalom Technology blog, we discussed Snowflake's latest product launch, the ""Data Cloud,"" and how it could unlock customer data insights:
https://bddy.me/2Z6hZcA

Written by Slalom expert .
…see more
Snowflake: Say Hello to the Data Cloud!
medium.com • 8 min read
",34,1,
247,"Bryan Nwafor, a consultant at Slalom, reflects on corporate America’s recent response to the issue of police violence and anti-Black racism. Are companies ready to do the painful self-reflection required to be part of the solution? On The Slowdown, learn about four specific, actionable things companies can do right now to help ensure an authentic and sustainable response:
…see more
Four Anti-racist Choices Corporate America Can Make Right Now
medium.com • 1 min read
",58,1,
248,"Over at The Slowdown, we're focused on building a more compassionate world. In that spirit and in honor of #PrideMonth, we asked Lindsey Danis to talk about their own experience as a gender non-conforming job seeker, and offer some guidance for how we can do better: https://slalom.ws/2NhgVNA
…see more
Activate link to view larger image.
",36,0,6mo •
249,"Since the onset of the pandemic, we’ve witnessed healthcare workers meet unprecedented challenges with courage and compassion. While we're humbled to receive Salesforce's Healthcare Consulting Partner Innovator Award, we're even more grateful for the opportunity to partner and support healthcare heroes every day. Learn more about our healthcare work with Salesforce here:
…see more
Activate link to view larger image.
",29,0,
250,"Juneteenth is the historical celebration of the end of slavery in the United States, and today occurs amidst a global pandemic and widespread protests demanding an end to continued bias, injustice, and violence against Black people. With events, conversations, and action across Slalom, we honor the continued journey to freedom and deepen our commitment to anti-racism.

Last week, CEO shared the committed actions that guide our efforts, and we look forward to sharing more details in the coming weeks.
…see more
Activate link to view larger image.
",215,0,
251,"""Our collaboration with nCino, Inc. and Slalom has equipped us to grow now and well into the future,"" said Curt Myers, chairman and CEO at Fulton Bank. Learn more about our work with nCino, Inc. and Fulton Bank here: https://bddy.me/37OxDgU
Fulton Bank Adopts nCino to Improve Customer Experience and Enhance Efficiency
prnewswire.com • 3 min read
",12,0,
252,"Snowflake
215,519 followers
6mo • Edited6 monthsCongratulations to some of our NOAM partners who were recognized at the Snowflake Virtual Partner Summit!

Slalom - Partner of the Year FY20
- Emerging Partner of the Year FY20
- GSI Partner of the Year FY20

Check out the full list of winners:
…see more
Activate link to view larger image.
",55,0,6mo •
253,"What is a Moonshot, you ask? It's your boldest data ambitions, realized. In partnership with Tableau Software, Snowflake, and Amazon Web Services (AWS), embark on a virtual, interactive journey to a modern culture of data at: https://slalom.ws/32lNanr
…see more
Play
Ready for your Moonshot?
",61,2,
254,"Partnership is more important than ever, and we're immensely grateful to be recognized by Snowflake for the third year in a row.

Learn more about the announcement and how Moonshot—a digital experience designed by Slalom, Snowflake, , and —can help companies achieve their boldest data ambitions:
…see more
Activate link to view larger image.
",112,2,
255,"The City of Chicago unveiled its COVID Daily Dashboard, built by Slalom, that gives residents and city leaders access to accurate, vital public health information at a glance. ""The dashboard creates visibility around communities that have been disproportionately impacted,"" says Carrie Steyer, General Manager of Slalom Chicago. ""[We] are proud to have brought this to life for our city."" Read more from the City of Chicago:
…see more
Activate link to view larger image.
",310,6,6mo •
256,"United Way for Southeastern Michigan is using Microsoft Power BI to help families recover from the impacts of COVID-19. The visualizations show important data—like how historically Black communities in Southeastern Michigan have been disproportionately affected by COVID-19. Read the full story here:
…see more
Activate link to view larger image.
",64,0,
257,"Stories change culture. Our next screening in the Chasing Grace documentary series with Dell Boomi and Amazon Web Services (AWS) comes at a time when connecting and building community is more important than ever. Join us for an exclusive screening of episode 3 on June 18: https://slalom.ws/2MYyAJF
…see more
AWS + Boomi + Slalom | Chasing Grace
go.slalom.com • 1 min read
",60,0,
258,"""Small changes can have a big impact."" José V. Gómez, PMP, CSM, MBA (he/him), a consultant in our Chicago office, reflects this #PrideMonth on the power of your voice in creating a more equitable world. #CelebrateAuthenticity
Play
Slalom Celebrates Pride 2020 | Reflection from José V. Gómez (he/him)
",41,0,
259,"Brad Jackson, CEO at Slalom, recently shared this message with all of Slalom's 8500+ team members. Read the full message here:
Brad Jackson
• 2nd
CEO at Slalom
6mo6 monthsAt Slalom, Black Lives Matter. Period. We will not be silent about Black lives stolen by racist violence. We all need to open our hearts and use our voices, but most importantly we need to listen, learn, and act. I recently shared this message with all of Slalom’s 8,500+ team members.
…see more
Slalom Stands in Protest, for Equality and Humanity, and Against Racism
Brad Jackson on LinkedIn • 3 min read
I recently shared this message with all of Slalom’s 8,500+ team members. At Slalom, Black Lives Matter. Period. We will not be silent about Black live
",164,1,6mo •
260,"This year’s #PrideMonth comes at a time when standing up for our rights is more important than ever.

As a group of LGBTQ+ and allied individuals, Slalom’s affinity group Prism commits to standing with the Black community and allies fighting racist violence, including police brutality, everywhere, every day. Pride itself honors the 1969 Stonewall uprising, in which Black queer individuals led the fight against police brutality as they were targeted for simply being who they are.

Honoring this legacy and as an ongoing commitment, Slalom Prism begins our Pride month by acknowledging that . Stay tuned this month as we with profiles in Pride, where members of Prism reflect on Pride, identity, and inclusion.

Learn more about Prism here:
…see more
Loaded:
Play
Back to start of video
Current time 
0:00
/
Duration 
0:22
 Unmute
Turn fullscreen on
Slalom Celebrates Pride Month
",383,8,
261,"There is substantial work to be done, and we’re in this for as long as it takes, in partnership with our employees, civic leaders, clients, partners, and the communities where we work and live #BlackLivesMatter
Play
",445,20,
262,"We're wrapping up #AAPI Heritage Month with a reflection from Ryuta Hosaka, a Slalom client services partner in Tokyo. Thank you to all our Aspire members for sharing their stories and embodying our commitment to #CelebrateAuthenticity.
Play
Slalom Celebrates Asian American & Pacific Islander Heritage Month
",37,0,
263,"How do you apply lessons from yoga in a pandemic? NEW on the Slowdown: A woman of color confronts privilege in her LA #yogapractice, and comes away with lessons on how to maintain integrity in times of turmoil. Read more here: https://bddy.me/2AnPluJ
…see more
It’s All Tadasana
medium.com • 7 min read
",23,0,7mo •
264,"""All they've ever asked in return is for us to stay strong, humble, and true to our roots.""

This #AAPI Heritage Month, Vimal Parker, a global marketing manager at Slalom, reflects on her parent's immigration from India to the US.
…see more
Play
Slalom Celebrates Asian American & Pacific Islander Heritage Month
",77,14,
265,"The #retail industry has changed—and you need to change with it. Explore the six key areas of your business model that need to be evaluated in order for you to successfully adapt to a new normal. Download the whitepaper here: https://slalom.ws/2Yl4PK5
…see more
Retail's new normal: How retail needs to evolve in 2020
slalom.com • 1 min read
",40,2,7mo •
266,"As a Google Cloud Premier Partner, Slalom helps companies like DSW Designer Shoe Warehouse reach their biggest goals faster. Check out our video feature on #GoogleCloud's partner page for how we built a real-time loyalty program for 28M shoe lovers: https://bddy.me/36CaZHK
…see more
DSW and Google Cloud build real-time loyalty program for 28M shoe love…
youtube.com
",18,0,
267,"From app modernization to org modernization. From digital strategy development to digital product building. Amazon Web Services (AWS) | Slalom Launch Centers will elevate and accelerate your digital transformation. Find out more: https://slalom.ws/3fXL9SR #AWS #ReadyForLaunch
…see more
AWS | Slalom Launch Centers: accelerate your digital transformation
slalom.com • 1 min read
",23,1,
268,"Stories change culture. Join us, Dell Boomi, and Amazon Web Services (AWS) for an exclusive screening of episode two in the Chasing Grace Project, which discusses how women can harness the power of community to challenge the status quo in tech. Save your spot now: https://slalom.ws/2AZPCV5
…see more
AWS + Boomi + Slalom | Chasing Grace
go.slalom.com • 1 min read
",40,0,
269,"Put your #data to work by leveraging a Modern Data Architecture. Join us and Amazon Web Services (AWS) for a virtual learning session where we'll discuss how to modernize your data strategy: https://slalom.ws/2zrDMmw
Activate link to view larger image.
",31,0,
270,"One of our core values is to ""Stay humble and curious,"" and Jacob Scheatzle, a solution architect in our Detroit office, is a great example of that—Jacob is the first person at Slalom to achieve all 12 of the Amazon Web Services (AWS) certifications. Congratulations, Jacob!
…see more
Activate link to view larger image.
",79,2,
271,"Reset and reimagine. Learn how to reactivate your team and your organization by creating a purposeful, data driven plan: https://slalom.ws/3gefCfN

Written by Seth Bidder, practice area lead in Slalom DC.
…see more
Reset and reimagine: How to reactivate your team and your organization
slalom.com
",23,0,
272,"Slalom recently had a virtual coffee chat with Ted Schilowitz, who has worked with Twentieth Century Fox and Paramount Pictures on the evolving art, science and technology of #augmentedreality storytelling. Here's what we learned about the future of #digital: https://bddy.me/2XAD7qC

Written by Slalom experts , and .
…see more
Inspiration from a Futurist
medium.com
",26,0,
273,"Building trusting, collaborative relationships doesn’t take magic, or even luck. To do it well, use these 7 #teambuilding tactics from Slalom experience and design strategy expert, Jon Robinson: https://bddy.me/2yzWDeA
How to build collaborative product development teams
medium.com • 8 min read
",36,1,
274,"As the economy shifts, lending providers, and governments are dynamically altering policies that impact borrowers. This week, join us and Tableau Software for a virtual learning experience on how financial institutions can enable credit risk analytics. Register today:
…see more
Activate link to view larger image.
",17,0,
275,"Learning is a team effort between learning professionals and your business leaders. Here are 3 ways to strengthen your partnership to deliver a true learning return on investment: https://slalom.ws/2TkcWDt
Activate link to view larger image.
",19,0,7mo •
276,"From healthcare to financial services, retail, and human resources, here are 6 public Tableau Software dashboards to help move you quickly and confidently during this time and beyond: https://bddy.me/2LPLdX1
6 dashboards from Tableau partners to help you mitigate COVID-19 impacts
tableau.com • 1 min read
",23,0,
277,"Becoming a more data-driven organization isn’t just about navigating this pandemic—it’s about building flexibility and resilience to navigate any ups and downs. Download this guide from Snowflake and Slalom experts to start building a modern culture of data in 30 days: https://lnkd.in/d8FJNJH
…see more
Activate link to view larger image.
",39,0,
278,"By keeping hospital leadership informed using a Tableau Software dashboard, they can make the most of scarce resources like staff, equipment, and personal protective equipment (PPE) in a time of exponential demand. Learn more about our public coSAFE Tableau dashboard:
…see more
Salesforce
2,494,736 followers
7mo7 monthsAs overburdened hospitals struggle to meet demand, Slalom created a dashboard to display relevant hospital resources, like hospital beds & nursing staff. This Tableau Software dashboard informs hospital leadership so they can make the most of scarce resources: https://sforce.co/3fPOXpd
…see more
Activate link to view larger image.
",8,0,7mo •
279,"Starting soon! Today, join us, Amazon Web Services (AWS), and Dell Boomi for a virtual screening event of The Chasing Grace Project. Episode one dives into the wage gap and outlines steps we can take to advance equality at work. Save your spot now: https://slalom.ws/2XiQE6g
…see more
AWS + Boomi + Slalom | Chasing Grace
go.slalom.com • 1 min read
",49,0,
280,"How can innovation save organizations from the current disruption or allow teams to respond nimbly to the future? On the Slalom Business blog, we rounded up the thought leadership that’s emerging and hope it fuels ideas and inspires us all to think differently. Read more here: https://slalom.ws/3e1PW3Y
…see more
Necessity is the Mother of Innovation
medium.com • 3 min read
",49,1,7mo •
281,"Supply chain partnerships usually center around efficiency and cost-effectiveness, but COVID-19 has revealed that resilience is the key to survival. In this interview with FLEXE, Harshad Kanvinde, practice lead for supply chain and strategy at Slalom, discusses #supplychain resilience and the real implications of diversifying supplier networks:
…see more
Supply Chain Disruption Q&A: Supply Chain Resilience Comes at a Price
flexe.com • 1 min read
",19,1,
282,"Rachel Hatanaka, a technology enablement consultant at Slalom, reflects on how her team has helped her thrive while physical distancing and working from home: “In the LA market, we designed our own Wellness Challenge to incorporate daily habits like 10 minutes of reflection, or sharing something we're grateful for.”
…see more
Play
Slalom Recognizes Mental Health Awareness Month | Tips from Employees
",41,4,
283,"When it comes to predicting and responding to consumer behavior, Experience Agility is far better than a crystal ball. Marcelo Somers, Slalom #experiencedesign leader, lays out core competencies we're seeing in Experience Agile companies, right now: https://bddy.me/2WLOX2g
…see more
It's Experience Agility - not a crystal ball - that helps you adapt to changing customer needs
medium.com • 2 min read
",26,0,
284,"The gratitude is mutual! We're in awe of partners and organizations like Piedmont Healthcare who are taking care of our communities.
Piedmont Healthcare
57,698 followers
7mo7 monthsSending a big thank-you to Slalom!

As we've cared for our communities through COVID-19, Slalom's services have been invaluable. We're grateful for your support!
…see more
Activate link to view larger image.
",190,0,7mo •
285,"This #AAPI Heritage Month, Brenda Ding, a managing director in Seattle, reflects on how COVID-19 has affected her community. #celebrateauthenticity
Play
Slalom Celebrates Asian American & Pacific Island Heritage Month
",26,0,7mo •
286,"Introducing a new way to drive digital transformation through cloud modernization. Amazon Web Services (AWS) | Slalom Launch Centers are designed to propel every company toward a technology-focused future. Find out more here: https://bddy.me/2ygRTuc #AWS #ReadyForLaunch
…see more
AWS | Slalom Launch Centers: accelerate your digital transformation
slalom.com • 1 min read
",57,1,
287,"""Social distancing"" has us reaching for our phones and social media to connect in new ways. If you're struggling with digital overload as a result, a #digitaldetox this weekend might help. #MentalHealthAwarenessMonth https://slalom.ws/3bzY0Hu
This Is Your Brain off Social Media
medium.com • 4 min read
",31,2,7mo •
288,"While the pandemic has created unique hardships for each community, it has also reminded us of our shared humanity and made us feel closer than ever. Hear more from Aspire member and Seattle general manager, Mukesh Kumar. #celebrateauthenticity #AAPI Heritage Month
…see more
Play
Slalom Celebrates Asian American and Pacific Islander Heritage Month |…
",42,6,
289,"In these challenging times, it’s so important to take care of one another. Even the smallest act of kindness can change the game for the better. Thank you, Jill, for sharing this advice with the Slalom team and our clients. #loveyourfuture

Find out more about how we’re working and thinking at
…see more
Loaded:
Play
Back to start of video
Current time 
0:00
/
Duration 
1:23
 Unmute
Turn fullscreen on
An inspiring message for Slalom | Jill Ellis, head coach of the US wom…
",51,0,7mo •
290,"Bring Salesforce, Einstein, and Tableau Software together and shift from simply understanding information—“How are my accounts doing?” —to seeing insights and taking action—“Which customer should I call next?” Read more on Slalom Customer Insight: https://bddy.me/2X2HvyG
…see more
Building a dream team: All-Star analytics with Salesforce, Tableau, and Einstein
medium.com
",38,0,
291,"Slalom supply chain expert Harshad Kanvinde sat down with Reuters Event's Jamie Harding and leaders from Target and Havaïanas to discuss the best ways to protect your inventory planning, sourcing, and procurement from future disruption. Read more here: https://bddy.me/2yOYwnU
…see more
eft - Supply Chain & Logistics Business Intelligence
eft.com
",30,0,
292,"Women can lose more than $1 million dollars over the course of their lifetime due to the wage gap. Join Amazon Web Services (AWS), Dell Boomi, and Slalom for a special screening of the Chasing Grace Project. Episode one explores the economic and emotional toll the pay gap has on #womenintech, register for the event here:
…see more
Join Slalom, AWS, and Boomi for a Virtual Screening of Chasing Grace: …
youtube.com
",34,2,
293,"Want to focus more on business value and less on managing infrastructure? Learn how a serverless approach with Amazon Web Services (AWS) helps ARC do just that: https://bddy.me/2y2OA9S
Accelerate Data Insights
go.slalom.com
",12,0,
294,"When asked how working from home was going, Pooja Venugopal, Slalom customer strategy and marketing technology consultant, shared some helpful advice: ""Every morning from 7 - 8 is dedicated to our kids. We do breakfast together, some form of fitness such as going on a walk or yoga. Weeknights are dedicated to Zoom time with friends.”
…see more
Play
1589327184965-1e696b8eb05af40c18ccf419751becee-0-tip-1-1920x1080.mp4
",24,1,
295,"Like many events, the Chattanooga Film Festival in Tennessee was cancelled, putting the not-for-profit program and filmmakers' livelihoods at risk. However, the team pivoted with the help of Microsoft and Slalom to a full, four-day interactive virtual experience. Learn more about the announcement here: https://bddy.me/3dGlIDp
…see more
THE CHATTANOOGA FILM FESTIVAL TEAMS UP WITH MICROSOFT AND MEDIAKIND TO PRESENT AN INTERACTIVE VIRTUAL FESTIVAL - Chattanooga Film Festival
chattfilmfest.org • 3 min read
",28,0,
296,"Slalom is helping local hospitals leverage and distribute the resources they have in a time of exponential demand. Read more about how we're using Tableau Software dashboards to support healthcare employees across the nation: https://bddy.me/2WrxGLo
…see more
Keep Patients Safe with Tableau Dashboards
medium.com • 2 min read
",33,0,
297,"As COVID-19 radically shifts consumer behaviors, we're tracking six key trends in customer experience across #retail and consumer goods—including loyalty shifts, digital acceleration, and renewed investment in omnichannel. Read more on Slalom Customer Insight: https://bddy.me/3fI8AiX

Written by Slalom industry expert Rio Longacre.
…see more
Six customer experience trends we're tracking in retail and consumer goods
medium.com • 6 min read
",10,0,7mo •
298,"Our developers use Amazon Web Services (AWS) DeepRacer to reinforce machine learning skills and share knowledge—while having fun. Learn how your team can, too, on the AWS Partner Network blog: https://bddy.me/2SYXwV4
How Slalom Uses AWS DeepRacer to Upskill its Workforce in Reinforcement Learning | Amazon Web Services
aws.amazon.com • 9 min read
",22,0,
299,"Product owners, engineering leaders, CTOs, and CIOs: Relax with us after the #AWSSummit! We're hosting a round-table where you'll get the chance to learn from industry experts on tips and tricks to building software remotely. Save your spot here: https://slalom.ws/2yI9CLh
…see more
Activate link to view larger image.
",33,0,7mo •
300,"We're inspired by how our #publicsector partners have engaged quickly to provide citizens crucial information, adapt services, and confront COVID-19. We put together a video for Public Sector Recognition week to say thank you. #PSRW #loveyourfuture
…see more
Play
Slalom | Public Sector Gratitude
",42,1,7mo •
301,"We're growing! Join us in welcoming Australia to the Slalom family. As Michael Shimota, country lead said, “Slalom will bring a unique blend of global consultancy capabilities mixed with the agility of a local startup to help Australian businesses innovate at scale and compete on the global stage.” Learn more about our expansion here:
…see more
AUD $2.5 Billion Consulting Company Expands into Australia
slalom.com • 3 min read
",212,7,
302,"Nurses, thank you for taking care of our communities. Your long days and selfless response to COVID-19 are heroic.

Our clients and partners are also doing incredible work to respond to the current crisis. Read more about it here:
…see more
Clients, we're in awe of you: 6 Healthcare responses to COVID-19
slalom.com • 1 min read
",68,0,
303,"With the extraordinary disruption we’re all experiencing, #MentalHealthAwarenessMonth is more important to recognize than ever before. Stay tuned this month to hear reflections, stories, and tips from Slalom employees on how to thrive during these times. #celebrateauthenticity
…see more
Play
Mental Health Awareness Month
",52,0,7mo •
304,"Executives, how do you protect your most valuable assets, your employees, as your business adapts to new realities? Find out on the Slalom Business blog: https://bddy.me/35Ha3RZ
COVID-19 and your employees: protecting your top assets for the future of your business
medium.com • 4 min read
",32,1,8mo •
305,"The #retail industry has changed—and you need to change with it. Explore the six key areas of your business model that need to be evaluated in order for you to successfully adapt to a new normal. Download the whitepaper here: https://slalom.ws/2Yl4PK5
…see more
Retail's new normal: How retail needs to evolve in 2020
slalom.com • 1 min read
",35,0,8mo •
306,"How can businesses continue to provide superior customer service in the new normal? Learn how Slalom is partnering with Salesforce and AWS to help organizations stand up virtual contact centers: https://bddy.me/3fihgwp
It's time to reimagine the call center. We do it with Amazon Connect.
medium.com • 4 min read
",58,0,8mo •
307,"This Asian American Pacific Islander Heritage Month, we're proud to introduce Slalom’s newest affinity group, Aspire. Stay tuned for stories and reflections throughout May. In the meantime, learn more about our Asian, South Asian, Asian American, and Pacific Islander employees, leaders, and allies here: heritage month
…see more
Aspire: Coming together to attain new heights
slalom.com • 1 min read
",145,4,
308,"This year, recognition and staff engagement for National #NursesWeek look a little different, but feel more important than ever. Here are 6 creative ways your organization can virtually recognize and thank our heroes in scrubs: https://bddy.me/3cjpYbX
…see more
6 Ways to Virtually Recognize Staff during National Nurses Week
medium.com • 3 min read
",22,0,
309,"Global supply chains are complex, and the impact of COVID-19 will be long-lasting. Use these 3 strategies to stabilize your #supplychain and build resilience: https://bddy.me/3d82eaE

Written by Slalom expert Melissa Cope.
…see more
Three ways to stabilize your supply chain as we begin to recover from COVID-19
medium.com • 4 min read
",36,1,8mo •
310,"eCommerce has quickly become critical to retail strategy. Learn how Google Cloud can help retailers make data-driven decisions to drive traffic and revenue: https://bddy.me/3fjCw4W
Harnessing the power of Google Cloud to drive traffic and revenue
medium.com • 3 min read
",18,0,
311,"#Digital transformation is no longer an option. Apply this enterprise framework by Laura Merling from Slalom Strategy for success on this essential journey: https://slalom.ws/3aONs7Y
The five pillars of a digital transformation strategy | Slalom
slalom.com • 3 min read
",56,0,
312,"Leaders, how do you effectively plan for and respond to crisis? Find out on the Slalom Business blog: https://bddy.me/3fa0bVs
Arriving in a new reality - The COVID-19 Roadmap
medium.com • 6 min read
",39,0,8mo •
313,"Here are the top data #privacy risks during COVID-19 and a plan for how to address them: https://bddy.me/2W8PABf

Written by Slalom experts Ekaterina Lyapustina, MBA and Casey Berman.
…see more
COVID-19: Effective Measures to Combat Data Privacy Risks Now
medium.com • 7 min read
",29,1,
314,"Unpredictable disruption means it's time to adapt and maximize your commerce strategy. Join experts from L'Oréal, Salesforce, and Slalom to learn 3 steps you can take now to enable a modern commerce solution. Register today: https://slalom.ws/2Yc9aPM
…see more
Activate link to view larger image.
",10,0,
315,"It's been a year since we opened in Manchester, and we're proud of the impact we're making in our communities with partners like Manchester Digital. Congrats to our Manchester team for a successful first year! Learn more here: https://bddy.me/2zyzh98
…see more
Slalom celebrates a year of growth in the North West of England | Manchester Digital
manchesterdigital.com • 3 min read
",99,0,
316,"Fast Company’s World Changing Ideas honor products, concepts, companies, policies, and designs that use innovation for the good of the world. We're humbled to receive an honorable mention in the #AI and Data category for our work with the American Cancer Society! Learn more about our Innovation for Good program and the project that started it all:
…see more
American Cancer Society: Redefine what's possible
youtube.com
",19,4,
317,"Becoming a more data-driven organization isn’t just about navigating this pandemic—it’s about building flexibility and resilience to navigate any ups and downs. Download this guide from Snowflake and Slalom experts to start building a modern culture of data in 30 days: https://slalom.ws/2WkK3rB
…see more
Activate link to view larger image.
",45,0,
318,"Hiring neurodiverse people can unlock a whole world of innovation. But we must first open our minds—and change our understanding of “professional” behavior and norms. Read more on The Slowdown: https://slalom.ws/2KA6Km2
Play
Animated GIF-original (1).mp4
",67,1,8mo •
319,"There's still time to register! Join experts from Slalom and Dell Boomi to learn how a policy of #PrivacybyDesign can save money and reduce risk. Register today:
Dell Boomi
27,618 followers
8mo8 monthsHow can #integration and data governance protect your IT infrastructure? Learn #datamanagement best practices and how to activate an effective #dataprivacy strategy on our April 29 webinar with Slalom. Sign up now: https://dell.to/2RXq5S9
…see more
Activate link to view larger image.
",24,1,8mo •
320,"Especially in times like these, we are grateful for our Slalom leaders like Carrie Steyer, Chicago general manager, who was recognized by Consulting Magazine for her Excellence in Leadership. She was named on inaugural list of Women Leaders in Technology by Consulting Magazine. Congratulations Carrie! Check out the full list of honorees here:
…see more
Honorees
event.consultingmag.com • 1 min read
",80,3,
321,"The M&A and private equity playbook has changed. On the Slalom Business blog, learn why investing in your company's future means starting from a digital mindset and working backward: https://bddy.me/3cMVazM

Written by Slalom experts and .
…see more
The New M&A and Private Equity Playbook: Digital Transformation
medium.com • 3 min read
",20,0,
322,"In times of crisis, we all look for ways to help. We’re proud of how Sean O. from Slalom Build put his 3D printing skill—and his EMT experience—to work, turning his apartment into a 3D printing farm to build and assemble masks for local healthcare workers. Read more here: https://slalom.ws/2S3VrXb
…see more
When Hobbies Help
medium.com • 3 min read
",30,0,
323,"Keeping virtual connections, personal. On the Microsoft blog, learn how we pivoted to #remotework and added a new dimension to client and colleague relationships with help from Microsoft Teams: https://slalom.ws/2XZvDiT
Slalom pivots to remote work using Microsoft Teams, helps consultants and clients stay connected
customers.microsoft.com • 1 min read
",63,0,
324,"Our greatest strength is our people. We're humbled that our employees have helped us earn a #3 spot on Great Place to Work US's #BestWorkplaces in Consulting and Professional Services™ list! Check out the full list here: https://bddy.me/2XWsNex
…see more
Activate link to view larger image.
",189,3,
325,"With organizations pushed towards digital transformations, having a privacy strategy is essential. Learn from Dell Boomi and Slalom experts on how privacy by design can help your organization save money, reduce risk, and better serve customers. Register today: https://bddy.me/2x0d4jr
…see more
Activate link to view larger image.
",21,0,
326,"Wherever you're at in your cloud journey, we're here to help. Learn how we worked with Airlines Reporting Corporation (ARC) and Snowflake to create a cost-effective solution that enables unlimited scale and speed: https://bddy.me/3arpej5
Activate link to view larger image.
",36,0,
327,"On April 24, join leaders from Target, adidas, and Havaïanas—with Slalom industry expert Harshad Kanvinde—for a discussion on how to successfully manage inventory disruption during unprecedented times. Register today: https://bddy.me/3cF5ytF
…see more
COVID-19: Implications on Inventory Planning, Sourcing and Procurement
attendee.gotowebinar.com • 1 min read
",8,0,
328,"Shifting to serverless reduces time spent on managing your infrastructure, freeing up your development team to focus on delivering data products to customers faster. Learn more tomorrow in our webinar with Amazon Web Services (AWS): https://bddy.me/3cwgrha
…see more
Amazon Web Services (AWS) - Cloud Computing Services
pages.awscloud.com • 1 min read
",17,0,
329,"Most organizations are thinking about how innovation can save them from the current disruption or allow them to respond nimbly to the future. On the Slalom Business blog, we rounded up the thought leadership that’s emerging and hope it fuels ideas and inspires us all to think differently. Read more here:

Written by Slalom expert .
…see more
Necessity is the Mother of Innovation
medium.com • 3 min read
",62,0,
330,"Personalized healthcare is more important than ever. Learn how UCLA Health is delivering exceptional patient experiences using Salesforce: https://slalom.ws/2xBUHBB
Activate link to view larger image.
",26,0,
331,"Major supply chain disruptions are normally felt on the supply side, but these days it's affecting demand as well. Join Harshad Kanvinde, Slalom supply chain and strategy expert, and leaders from Target, adidas, and Havaïanas on how to combat the effects of factory shutdowns, out of sync trade patterns, and demand mismatch. Register today:
…see more
COVID-19: Implications on Inventory Planning, Sourcing and Procurement
attendee.gotowebinar.com • 1 min read
",42,0,
332,"Using Strategic Foresight, change becomes something to pull your business forward, rather than a force that hits you unexpectedly, throwing you off balance. Use these 4 steps to implement Strategic Foresight in your business today: https://slalom.ws/3beNfuN
…see more
Increase Your Business's Speed to Change (with Foresight)
medium.com
",29,0,8mo •
333,"One thing has become incredibly clear: how much we all need each other. Here's a list of ways that anyone—especially those fortunate enough to work from home—can help respond to COVID-19. No thoughtful action is too small: https://slalom.ws/39ZrxJR
…see more
Activate link to view larger image.
",57,1,8mo •
334,"This isn't a question consultants are used to hearing when picking up the phone. But these aren't usual times. Across the globe, our clients and partners are doing incredible work to respond to COVID-19. Here are some of the many stories inspiring us right now: https://slalom.ws/39UEOU4
…see more
Clients, we're in awe of you: 6 Healthcare responses to COVID-19
slalom.com • 1 min read
",45,0,8mo •
335,"To help our most vulnerable populations, we built a digital triage and placement solution using Salesforce so healthcare workers can match patients to non-hospital beds and safe accommodations. Learn more here: go.slalom.com/covidcare
Bringing care to vulnerable COVID-19 communities
youtube.com
",46,0,
336,"Slalom's own Salesforce and Health Cloud expert, Jake Harwood, explains why it's more important than ever for healthcare providers to deliver holistic, patient-centered experiences in our COVID-19 world. Learn more here: https://slalom.ws/3at4c4w
…see more
Activate link to view larger image.
",38,0,
337,"On the Slalom Business blog, learn how to protect a healthy #supplychain during uncertain times with these 3 steps: https://bddy.me/3ecXSjO

Written by Slalom supply chain optimization expert Andrew Camilleri.
…see more
Three actions to take now to protect a healthy supply chain during uncertain times
medium.com
",31,1,
338,"""Slalom has demonstrated a strong commitment to customer success and expertise with Google Cloud solutions. We’re excited to continue working with Slalom on behalf of our customers in North America.” - Carolee Gearhart, Vice President, Worldwide Channel Sales at Google Cloud. We're grateful for the recognition, and if there’s anything we can do to support you or your business more, please reach out. Learn more about the announcement here:
…see more
Activate link to view larger image.
",119,0,
339,"What does humility at work look like? And is it possible to be ambitious, great at our jobs, and also humble? Our experience design leader in Silicon Valley Shweta Shidhore shows us what humility really is, and the lasting impact it can make on your teams: https://slalom.ws/36P0vmW
…see more
Activate link to view larger image.
",45,1,
340,"Businesses have pivoted their production facilities to making sanitizer, apparel companies have dedicated resources to sewing masks, and restaurant reservation apps can help people find optimal times to shop for groceries. What can we learn from these innovations at speed? More on the Slalom Business blog:

By Slalom experts , Rob Simpson, and .
…see more
Advocating a Return to Scrappy Innovation
medium.com
",30,1,
341,"How can #peopleanalytics help businesses respond to the needs of their workforce and lead with empathy? Learn more on the Slalom Data and Analytics blog: https://slalom.ws/3e5DAZn
How people analytics can support employees in a time of crisis
medium.com • 3 min read
",49,1,8mo •
342,"This pandemic is a powerful reminder of our shared humanity, which makes this Transatlantic Growth Award even more of an honor. Humbled to be listed among these companies with inspiring growth across the transatlantic corridor.

Check out 's post for more on the sponsored award and recipients:
…see more
Slalom Recieves 2020 Transatlantic Growth Award
linkedin.com
",37,0,
